Wallungen	-1.3	1.18743	[-1, -2, -1, -3, -2, -3, 0, -1, 1, -1]
Warmblüter	0.2	0.6	[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
Warnung	-1.4	1.0198	[-2, -1, -1, -1, -2, 0, -4, -1, -1, -1]
Warnungen	-1.2	0.9798	[-2, -1, 0, -1, -2, 0, 0, -1, -3, -2]
Warschau	-0.1	0.3	[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]
Weg zum Start	-1.3	0.9	[-1, -2, -2, -1, -1, -2, -1, 1, -2, -2]
Wehmut	-2.1	0.7	[-3, -2, -2, -1, -2, -3, -3, -1, -2, -2]
Wehr	2.1	0.7	[3, 3, 1, 2, 1, 2, 2, 2, 3, 2]
Wehrlosigkeit	-1.3	1.18743	[-3, -1, -3, 0, -2, -1, -1, -2, 1, -1]
Weichei	-1.4	1.28062	[-2, -3, -1, -2, -1, -2, -2, -1, 2, -2]
Weicheier	-1.0	1.18322	[-2, -2, -1, -1, 0, -2, -2, 1, -2, 1]
Weinen	-1.9	0.9434	[-2, -2, -1, -1, -1, -1, -4, -2, -2, -3]
Weinerlichkeit	-1.8	1.4	[-4, -3, 1, -3, -1, -2, 0, -2, -2, -2]
Weisheit	2.4	0.66332	[2, 3, 4, 2, 3, 2, 2, 2, 2, 2]
Weissagung	1.6	1.42829	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
Weissagungen	1.1	1.04403	[1, 0, 1, 2, 2, 0, 3, 2, 0, 0]
Wendung	2.3	0.9	[1, 2, 3, 3, 1, 2, 2, 4, 2, 3]
Werbegeschenke	1.8	0.9798	[2, 3, 1, 1, 2, 4, 1, 1, 2, 1]
Wert	1.4	1.11355	[2, 3, 0, 1, 1, 3, 0, 2, 0, 2]
Werte	1.7	1.18743	[2, 2, 2, 4, 0, 1, 0, 1, 3, 2]
Wertpapiere	1.2	0.6	[1, 2, 2, 2, 1, 1, 1, 0, 1, 1]
Wertsachen	2.1	0.83066	[4, 1, 2, 2, 3, 2, 1, 2, 2, 2]
Wertschätzung	2.0	0.7746	[3, 3, 2, 2, 1, 2, 1, 3, 2, 1]
Wichser	-2.5	0.67082	[-2, -3, -3, -2, -3, -3, -2, -1, -3, -3]
Widersacher	-0.8	1.72047	[-3, -1, -2, -2, -2, 2, 1, -1, 2, -2]
Widerspenstigkeit	-0.6	0.91652	[-2, -1, -1, -1, -1, 1, -1, 1, 0, -1]
Widerspruch	-1.0	0.89443	[-1, 0, 0, -1, 0, -3, -2, -1, -1, -1]
Widersprüche	-1.3	0.78102	[0, -2, -1, -2, -1, -2, -1, 0, -2, -2]
Widersprüchlichkeit	-1.4	0.4899	[-2, -1, -1, -1, -2, -1, -1, -2, -2, -1]
Widmung	1.5	1.36015	[2, -1, 3, 2, -1, 1, 2, 3, 2, 2]
Widrigkeiten	-1.8	0.6	[-3, -2, -1, -2, -2, -2, -1, -1, -2, -2]
Wiederherstellungen	1.2	0.6	[2, 1, 1, 2, 1, 0, 1, 1, 2, 1]
Wild	-1.1	1.86815	[-3, -4, 2, -2, 0, -2, -1, -1, 2, -2]
Wildheit	-2.5	1.62788	[-2, -3, -3, -3, 2, -3, -3, -4, -4, -2]
Witz	1.2	0.74833	[1, 1, 1, 1, 1, 1, 0, 2, 1, 3]
Witze	1.0	0.7746	[1, 1, -1, 1, 1, 2, 1, 1, 2, 1]
Wohltätigkeit	2.8	0.87178	[1, 4, 3, 4, 2, 2, 3, 3, 3, 3]
Wohltätigkeitsorganisationen	2.2	0.6	[3, 3, 2, 2, 1, 2, 2, 3, 2, 2]
Wohlwollen	1.7	1.1	[2, 1, 3, 2, 2, 1, 2, 2, -1, 3]
Wohnung	0.1	0.53852	[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]
Wrack	-1.9	0.7	[-1, -2, -3, -3, -2, -2, -2, -1, -1, -2]
Wunder	2.8	0.87178	[4, 4, 3, 2, 3, 4, 2, 2, 2, 2]
Wunsch	1.7	0.78102	[1, 1, 2, 1, 3, 3, 1, 2, 2, 1]
Wut	-2.6	0.8	[-3, -2, -2, -3, -3, -4, -1, -2, -3, -3]
Wutanfall	-1.8	1.16619	[-3, -2, -2, -3, -1, 0, -1, 0, -3, -3]
Wutanfälle	-1.5	1.36015	[-1, -2, -4, -2, -2, -1, -1, 0, 1, -3]
Wärme	2.0	0.44721	[2, 2, 2, 2, 1, 2, 2, 3, 2, 2]
Wünsche	0.6	0.8	[0, 0, 1, 0, 1, 0, 2, 0, 2, 0]
Wünschelrute	0.9	1.37477	[0, -1, 2, 0, 1, 0, 2, 4, 1, 0]
Würdenträger	1.9	1.3	[0, 3, 4, 2, 3, 1, 1, 3, 0, 2]
Würdigungen	1.7	0.78102	[3, 2, 1, 2, 2, 1, 3, 1, 1, 1]
Würgen	-2.0	1.26491	[-4, -2, -2, -3, -2, -2, -3, -1, 1, -2]
Wüstling	-0.9	1.44568	[0, -1, 0, 0, -1, -3, 2, -2, -1, -3]
Zeitformen	-0.9	1.04403	[-1, -3, 0, 0, 0, -1, 0, -2, -2, 0]
Zensur	-1.2	1.07703	[-1, 0, -3, 0, -1, 0, -1, -2, -1, -3]
Zerstrittenheit	-1.6	0.66332	[-2, -1, -2, -2, -1, -1, -3, -1, -2, -1]
Zerstörer	-2.3	0.78102	[-1, -3, -3, -3, -2, -2, -3, -3, -1, -2]
Zerstörung	-2.7	0.9	[-4, -3, -4, -3, -2, -2, -3, -1, -2, -3]
Zerstörungen	-2.3	0.78102	[-3, -2, -2, -2, -1, -3, -4, -2, -2, -2]
Zimmersafes	0.4	0.8	[0, 0, 2, 0, 0, 0, 0, 0, 2, 0]
Zinnen	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
Zufriedenheit	2.1	0.7	[3, 3, 3, 1, 2, 2, 1, 2, 2, 2]
Zurückhaltung	-1.4	0.4899	[-2, -2, -1, -1, -1, -1, -2, -1, -2, -1]
Zusammenbruch	-2.2	0.87178	[-3, -1, -2, -4, -3, -2, -2, -2, -1, -2]
Zusicherungen	1.4	0.4899	[2, 2, 1, 1, 1, 2, 2, 1, 1, 1]
Zustimmung	0.9	0.7	[0, 0, 1, 1, 1, 2, 1, 2, 0, 1]
Zustimmungen	1.0	0.63246	[0, 2, 1, 0, 1, 1, 1, 2, 1, 1]
Zuverlässigkeit	1.6	0.91652	[2, 3, 0, 1, 2, 2, 2, 2, 0, 2]
Zuwendung	1.6	0.8	[1, 2, 1, 1, 3, 0, 2, 2, 2, 2]
Zuwiderhandlungen	-1.9	1.51327	[-2, 2, -3, -4, -1, -2, -3, -2, -2, -2]
Zwangsversteigerungen	-2.4	0.66332	[-3, -2, -3, -2, -3, -3, -1, -2, -2, -3]
Zweckmäßigkeit	1.2	1.249	[0, 1, 2, 2, 2, 2, 2, 2, -2, 1]
Zweifel	-1.2	0.6	[-2, -1, -1, -1, -2, -2, -1, 0, -1, -1]
Zweifler	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -2, -1]
Zwietracht	-1.7	0.64031	[-3, -2, -2, -2, -2, -1, -1, -1, -1, -2]
Zyniker	-0.3	1.1	[-1, 0, -2, 0, 0, -1, 1, -1, 2, -1]
Zynismus	-1.7	0.64031	[-2, -3, -1, -1, -2, -1, -2, -1, -2, -2]
Zähigkeit	-0.2	1.07703	[0, 0, -1, -2, 0, 1, 1, 1, -2, 0]
Zärtlichkeit	1.8	0.4	[2, 2, 1, 2, 2, 2, 2, 1, 2, 2]
abandoner	-1.9	0.83066	[-1, -1, -3, -2, -1, -3, -1, -2, -3, -2]
abandoners	-1.9	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]
abbaubar	-1.0	1.26491	[-1, -2, 0, -2, 0, -1, -2, -2, 2, -2]
abbauen	-1.9	0.7	[-3, -2, -1, -3, -1, -2, -2, -2, -1, -2]
abbauende	-2.0	0.63246	[-2, -1, -3, -2, -2, -2, -1, -2, -3, -2]
abenteuerlich	1.3	0.9	[0, 1, 2, 2, 1, 2, 1, 1, 0, 3]
abenteuerlustig	1.7	1.1	[0, 3, 0, 1, 2, 2, 3, 1, 2, 3]
abgebaut	-1.8	0.87178	[-2, -3, -1, 0, -2, -1, -2, -2, -3, -2]
abgelassen	-1.5	0.5	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]
abgelehnt	-2.3	0.45826	[-3, -2, -3, -3, -2, -2, -2, -2, -2, -2]
abgelenkt	-1.4	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
abgeneigt	-1.1	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]
abgesagt	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -2, -1, -1]
abgeschrieben	0.8	0.74833	[0, 2, 0, 0, 1, 1, 1, 0, 1, 2]
abgesichert	1.5	0.92195	[1, 2, 2, 0, 2, 0, 3, 1, 2, 2]
abgetrennt	-0.5	1.20416	[-1, 2, -1, -1, -2, 0, 1, -2, -1, 0]
abgewendet	-0.3	1.00499	[-1, 1, 0, 0, 1, 0, -2, 0, 0, -2]
abgezinst	0.2	1.249	[-1, 0, 3, -1, 0, 1, 1, 1, -1, -1]
ablehnen	-1.7	0.64031	[-1, -2, -2, -2, -1, -3, -1, -1, -2, -2]
ablenken	-1.2	0.6	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -2]
absaugungen	-1.3	0.45826	[-2, -1, -2, -1, -1, -2, -1, -1, -1, -1]
abscheulich	-3.1	1.3	[-4, -4, -4, -2, 0, -4, -2, -3, -4, -4]
abstumpfen	-1.1	0.7	[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]
abstumpft	-1.0	0.44721	[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]
abusivenesses	-3.0	0.63246	[-3, -3, -4, -3, -4, -2, -2, -3, -3, -3]
abwendet	-0.4	1.0198	[-2, -2, -1, -1, 0, 0, 1, 0, 1, 0]
abwesende	-0.8	0.6	[-1, 0, 0, -1, -1, 0, -2, -1, -1, -1]
abzuwenden	-0.7	0.78102	[-1, 0, -2, -1, -1, 1, -1, 0, -1, -1]
acceptabilities	1.6	0.66332	[0, 2, 2, 2, 1, 2, 2, 2, 1, 2]
acceptant	1.6	0.8	[0, 1, 2, 2, 2, 1, 2, 1, 3, 2]
achtlos	-1.0	0.44721	[-1, -1, -1, -2, -1, 0, -1, -1, -1, -1]
activenesses	0.8	0.74833	[2, 0, 1, 0, 0, 0, 1, 2, 1, 1]
actives	1.1	0.7	[2, 1, 0, 1, 1, 0, 1, 1, 2, 2]
admirability	2.4	0.4899	[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]
admirableness	2.2	0.87178	[2, 2, 3, 3, 3, 1, 3, 1, 3, 1]
admiral	1.3	1.18743	[0, 0, 1, 3, 3, 2, 2, 0, 2, 0]
admiralties	1.6	0.66332	[2, 2, 2, 1, 0, 2, 2, 2, 1, 2]
adorability	2.2	0.74833	[2, 2, 2, 2, 1, 2, 3, 2, 4, 2]
adorableness	2.5	0.67082	[2, 3, 3, 2, 3, 2, 1, 3, 3, 3]
adorations	2.2	0.87178	[2, 2, 3, 1, 3, 1, 3, 3, 1, 3]
adorner	1.3	0.78102	[1, 1, 1, 2, 1, 3, 1, 2, 1, 0]
adventured	1.3	0.45826	[1, 2, 1, 2, 1, 2, 1, 1, 1, 1]
adventuresses	1.4	1.11355	[1, 0, 0, 3, 2, 2, 3, 0, 1, 2]
adventuristic	1.7	0.64031	[2, 1, 1, 2, 2, 1, 3, 2, 2, 1]
adventurousness	1.8	0.87178	[0, 1, 3, 2, 1, 3, 2, 2, 2, 2]
adversative	-1.2	0.74833	[-1, -1, -2, -1, -1, -1, -3, -1, 0, -1]
adversatively	-0.1	1.37477	[0, -2, -1, 0, -1, -1, 1, 1, 3, -1]
adversatives	-1.0	0.7746	[-1, -1, -2, -1, -2, 1, -1, -1, -1, -1]
adverseness	-0.6	1.35647	[-1, -2, -1, 2, -1, -2, -1, 2, -1, -1]
affectional	1.9	1.04403	[3, 3, 2, 0, 2, 2, 2, 3, 2, 0]
affectionally	1.5	0.92195	[1, 1, 3, 1, 1, 0, 2, 2, 3, 1]
affectioned	1.8	0.4	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2]
affectionless	-2.0	0.44721	[-2, -1, -2, -2, -2, -2, -2, -2, -2, -3]
aggress	-1.3	1.55242	[-2, -2, 2, -2, -1, -3, -3, -1, 1, -2]
aggressed	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -2, -1]
aggresses	-0.5	1.43178	[-1, -2, -1, -1, -3, 0, -1, 1, 2, 1]
aggressing	-0.6	1.28062	[-1, -2, -1, 0, -1, -2, 2, -2, 1, 0]
aggression	-1.2	1.77764	[-2, -2, 1, 1, -4, 2, -2, -2, -2, -2]
aggressiv	-1.3	1.55242	[-1, -2, 3, -2, -3, -2, -1, -1, -2, -2]
aggressives	-2.8	0.87178	[-3, -4, -2, -4, -3, -2, -3, -1, -3, -3]
aggressivities	-1.4	1.28062	[-1, -1, -1, -2, 2, -2, -2, -2, -3, -2]
agitatedly	-1.6	0.8	[-1, -2, -1, -3, -1, -3, -1, -1, -2, -1]
agitation	-1.0	1.09545	[-2, -1, 1, -1, -2, -1, -2, -1, 1, -2]
agitative	-1.3	1.26886	[-2, -2, -1, -2, -1, -3, 1, -2, 1, -2]
agitato	-0.1	1.13578	[1, 2, 0, 0, 0, 0, -2, 0, -2, 0]
agitatorische	-1.2	1.66132	[-3, -3, -2, 1, -1, -2, 0, 2, -1, -3]
agitieren	-1.7	0.64031	[-2, -2, -3, -1, -1, -1, -2, -1, -2, -2]
agitiert	-1.4	0.8	[-2, 0, -1, -2, -1, -1, -3, -1, -2, -1]
agonise	-2.1	0.9434	[-3, -3, -2, -3, -1, -3, -1, -3, -1, -1]
agonises	-2.4	0.91652	[-1, -4, -3, -3, -2, -2, -2, -3, -1, -3]
agonizes	-2.3	1.18743	[-1, -3, -4, -3, -3, -2, -1, -3, 0, -3]
agreeability	1.9	1.04403	[1, 1, 1, 3, 3, 2, 1, 2, 4, 1]
agreeablenesses	1.3	0.45826	[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]
agression	-1.9	1.75784	[-3, 1, -3, -4, -3, 1, -2, -3, 0, -3]
ahnungslos	-0.8	0.4	[-1, -1, -1, 0, -1, -1, 0, -1, -1, -1]
aktiv	1.3	0.78102	[0, 1, 0, 2, 2, 1, 1, 2, 2, 2]
akzeptabel	1.5	0.67082	[3, 2, 1, 1, 1, 2, 1, 1, 2, 1]
akzeptieren	1.6	0.66332	[2, 2, 2, 1, 1, 2, 1, 3, 1, 1]
akzeptiert	1.3	0.45826	[1, 2, 1, 1, 1, 2, 2, 1, 1, 1]
alarm	-1.4	0.91652	[-1, -1, -2, -2, -2, -2, -1, 1, -2, -2]
alarmierend	-0.5	1.62788	[-1, 1, -1, 1, -3, 1, -2, -3, 1, 1]
alarmiert	-1.4	0.4899	[-2, -1, -2, -2, -1, -1, -1, -2, -1, -1]
alarmisten	-1.1	1.3	[-1, -2, -3, -2, -1, -2, 1, 1, 0, -2]
albern	1.0	1.41421	[1, 2, -2, 1, 2, 3, 1, -1, 2, 1]
allein	-1.0	0.63246	[-2, -1, -1, -1, -2, -1, 0, -1, -1, 0]
allergische	-1.2	0.4	[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]
als freier Mitarbeiter	0.7	1.00499	[3, 0, 0, 0, 0, 2, 1, 0, 1, 0]
am besten	3.2	0.6	[2, 4, 4, 3, 4, 3, 3, 3, 3, 3]
am sichersten	1.7	1.61555	[2, 2, 2, 2, -3, 3, 3, 2, 2, 2]
amazedly	2.1	0.53852	[2, 2, 2, 2, 3, 2, 2, 3, 1, 2]
amazements	2.2	0.87178	[3, 1, 1, 3, 3, 2, 1, 2, 3, 3]
amazon	0.7	0.64031	[0, 1, 1, 0, 1, 0, 1, 0, 1, 2]
amazonstone	1.0	1.61245	[0, 0, 0, 0, 4, 4, 2, 0, 0, 0]
amazonstones	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
ambivalent	0.5	0.92195	[0, 0, -1, 2, 1, 1, 1, -1, 1, 1]
amor	3.0	0.63246	[3, 3, 2, 4, 3, 2, 4, 3, 3, 3]
amoralisch	-1.6	0.66332	[-1, -2, 0, -2, -2, -2, -2, -2, -1, -2]
amoralism	-0.7	1.34536	[-2, -1, -2, 0, 0, -3, 2, 0, -1, 0]
amoralisms	-0.7	1.00499	[-2, 0, 1, -1, -2, -1, -1, 1, -1, -1]
amoralities	-1.2	1.6	[-3, 0, 0, -2, 1, -1, 0, -4, -3, 0]
amorality	-1.5	0.92195	[0, -1, -1, -2, -1, -3, -1, -3, -2, -1]
amoretti	0.2	0.4	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
amoretto	0.6	0.8	[0, 1, 0, 1, 0, 0, 2, 0, 0, 2]
amorettos	0.3	0.64031	[0, 1, 0, 1, 0, 0, 0, 1, 1, -1]
amorino	1.2	0.87178	[2, 1, 1, 0, 3, 1, 1, 0, 1, 2]
amorist	1.6	1.0198	[3, 0, 0, 2, 2, 1, 3, 1, 2, 2]
amoristic	1.0	1.67332	[1, 0, 2, 3, -1, 3, 1, 3, 0, -2]
amorists	0.1	0.9434	[0, 2, 0, 0, 1, 0, -2, 0, 0, 0]
amoroso	2.3	0.78102	[3, 1, 1, 2, 3, 3, 3, 3, 2, 2]
amorously	2.3	0.78102	[1, 1, 3, 2, 3, 3, 2, 3, 2, 3]
amorousness	2.0	0.89443	[2, 3, 1, 2, 0, 2, 2, 3, 3, 2]
amorph	0.1	0.7	[-1, 0, 0, 0, 0, 0, 2, 0, 0, 0]
amorphe	-0.2	0.4	[0, 0, 0, 0, 0, 0, -1, 0, 0, -1]
amorphousness	0.3	0.45826	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
amort	-2.1	0.83066	[-3, -1, -2, -2, -2, -2, -2, -4, -1, -2]
amortises	0.1	0.83066	[-1, -1, 0, 0, 0, 2, 1, 0, 0, 0]
amortisieren	-0.1	1.04403	[0, 0, 0, 0, 2, -2, -1, 1, -1, 0]
amortisiert	0.6	0.8	[0, 2, 0, 0, 1, 1, 0, 0, 0, 2]
amortizable	0.5	1.0247	[2, 0, 1, 0, 1, 1, -2, 1, 0, 1]
amusable	0.7	1.18743	[2, 1, 1, 1, 1, 1, 2, -2, -1, 1]
amusement	1.5	1.11803	[3, 2, 3, 1, 2, 2, -1, 1, 1, 1]
amusements	1.5	1.0247	[2, 1, 2, 1, 2, 2, 3, -1, 2, 1]
amuser	1.1	1.7	[2, 1, -3, 2, 2, 3, -1, 1, 2, 2]
amusers	1.3	0.45826	[1, 1, 2, 1, 2, 1, 2, 1, 1, 1]
amusia	0.3	1.48661	[0, -1, 1, -1, 2, 2, -1, -1, -1, 3]
amusias	-0.4	0.66332	[-1, 0, 0, 1, 0, 0, -1, -1, -1, -1]
amusingness	1.8	0.6	[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]
amusive	1.7	1.1	[3, 1, 3, 1, 2, 2, 2, 2, -1, 2]
amüsant	1.6	0.91652	[2, 2, 2, -1, 2, 2, 1, 2, 2, 2]
amüsieren	1.7	0.78102	[1, 2, 1, 1, 2, 1, 1, 3, 3, 2]
amüsiert	1.7	0.64031	[1, 2, 1, 2, 2, 2, 1, 2, 3, 1]
an Bord	0.1	0.3	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
andächtig	2.4	0.8	[2, 3, 2, 3, 3, 3, 3, 1, 1, 3]
anerkennend	1.8	0.6	[2, 2, 2, 2, 2, 1, 3, 2, 1, 1]
anfechtbar	0.6	1.0198	[2, -1, 1, 0, 1, -1, 1, 1, 2, 0]
anfällig	-0.9	1.37477	[-2, -2, 2, -1, -3, -1, 1, -1, -1, -1]
angeekelt ab	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
angefeuert	2.3	0.78102	[2, 3, 3, 4, 2, 1, 2, 2, 2, 2]
angegriffen	-2.0	1.78885	[-2, 3, -2, -2, -3, -3, -3, -4, -2, -2]
angeklagt	-1.2	1.46969	[-2, -1, -2, 2, -2, -3, -2, -2, -1, 1]
angekreuzt	-1.8	0.6	[-2, -1, -1, -2, -2, -1, -2, -2, -3, -2]
angenehm	2.1	0.53852	[1, 2, 3, 2, 2, 2, 2, 2, 3, 2]
angenehme	2.4	0.4899	[2, 3, 3, 2, 3, 3, 2, 2, 2, 2]
angenehmer	1.5	0.67082	[2, 2, 2, 1, 0, 1, 1, 2, 2, 2]
angenehmste	2.6	0.8	[3, 3, 3, 1, 2, 4, 3, 2, 2, 3]
angenommen	1.1	0.3	[1, 1, 1, 1, 1, 2, 1, 1, 1, 1]
angeregt	0.9	0.7	[1, 0, 0, 0, 1, 1, 2, 1, 2, 1]
angering	-2.2	0.6	[-3, -2, -1, -3, -2, -2, -3, -2, -2, -2]
angerly	-1.9	0.53852	[-2, -2, -1, -1, -3, -2, -2, -2, -2, -2]
angers	-2.3	0.9	[-3, -1, -2, -3, -2, -2, -4, -1, -3, -2]
angeschissen	-1.7	0.64031	[-2, -1, -2, -1, -2, -2, -3, -1, -2, -1]
angespannt	-1.0	0.44721	[-1, 0, -1, -1, -1, -1, -2, -1, -1, -1]
angespannter	-1.5	0.67082	[-2, -2, -1, -2, -1, -1, -3, -1, -1, -1]
angewidert	-2.5	0.92195	[-3, -2, -4, -3, -1, -1, -3, -3, -2, -3]
angezogen	1.8	0.6	[1, 3, 1, 2, 2, 2, 2, 2, 2, 1]
angreifen	-2.0	0.89443	[-3, -1, -1, -3, -3, -1, -3, -1, -2, -2]
angriness	-1.7	0.64031	[-2, 0, -2, -2, -1, -2, -2, -2, -2, -2]
anmache	-2.9	1.04403	[-3, -4, -4, -4, -3, -2, -2, -1, -2, -4]
anmutig	2.4	0.66332	[3, 3, 2, 1, 3, 2, 2, 2, 3, 3]
annoyer	-2.2	0.87178	[-3, -2, -1, -3, -2, -4, -2, -1, -2, -2]
annoyers	-1.5	1.0247	[-2, -1, -2, -3, -2, -1, -1, -2, 1, -2]
anpreisen	-0.7	0.64031	[0, 0, -1, -1, -1, -1, 0, -2, 0, -1]
anrechenbar	1.8	0.6	[2, 1, 1, 1, 2, 2, 3, 2, 2, 2]
anregend	1.9	0.7	[2, 3, 2, 1, 3, 2, 1, 2, 1, 2]
ansehen	2.1	0.53852	[3, 2, 2, 2, 2, 2, 1, 3, 2, 2]
anspruchsvolle	2.6	0.91652	[3, 4, 3, 3, 3, 1, 2, 1, 3, 3]
ansteckend	-1.4	0.91652	[-2, -2, -2, 0, -1, -1, -2, 0, -1, -3]
anstrengend	-1.2	0.6	[-1, -2, -2, -1, 0, -2, -1, -1, -1, -1]
anständig	1.7	0.78102	[2, 2, 1, 3, 1, 3, 2, 1, 1, 1]
antagonisieren	-2.0	0.44721	[-2, -2, -2, -3, -2, -1, -2, -2, -2, -2]
antagonisiert	-0.5	1.9105	[-2, 4, -2, -2, 1, 0, -2, 1, -1, -2]
antagonist	-1.9	0.7	[-3, -1, -2, -3, -2, -2, -1, -2, -2, -1]
antagonistically	-2.2	0.87178	[-2, -3, -4, -2, -2, -3, -2, -2, -1, -1]
antagonistische	-1.7	0.9	[-2, -2, -2, 1, -2, -2, -2, -2, -2, -2]
antagonizing	-2.7	0.64031	[-4, -2, -2, -3, -2, -3, -3, -2, -3, -3]
anti	-1.3	0.78102	[0, -2, -3, -1, -1, -2, -1, -1, -1, -1]
anvertraut	0.8	1.46969	[3, 0, 2, 2, 1, 1, -1, 0, -2, 2]
anziehen	1.5	0.92195	[1, 3, 1, 1, 3, 1, 1, 2, 0, 2]
aok	2.0	0.89443	[2, 3, 2, 1, 2, 1, 1, 4, 2, 2]
apathies	-0.6	1.0198	[-1, -1, -1, -2, 0, 1, -1, -2, 1, 0]
apathisch	-0.4	1.28062	[-1, -1, 0, -1, -2, 2, -1, -1, 2, -1]
apeshit	-0.9	2.21133	[-4, -3, 2, -3, -2, -3, 1, 0, 2, 1]
apokalyptische	-3.4	0.66332	[-4, -2, -3, -4, -3, -4, -4, -3, -3, -4]
applaudieren	2.1	0.83066	[2, 2, 4, 1, 2, 2, 2, 1, 2, 3]
applaudiert	1.4	0.66332	[1, 1, 2, 1, 3, 1, 1, 1, 2, 1]
appreciativeness	1.6	0.8	[2, 1, 1, 2, 1, 1, 3, 3, 1, 1]
appreciators	1.5	0.80623	[1, 3, 1, 3, 1, 1, 2, 1, 1, 1]
appreciatory	1.7	0.78102	[1, 2, 1, 3, 1, 3, 2, 2, 1, 1]
apprehensibly	-0.2	1.16619	[0, 0, -1, 2, -1, 2, -1, -1, -1, -1]
apprehensiveness	-0.7	0.9	[-1, 1, -1, -1, 1, -1, -2, -1, -1, -1]
arbeitsunfähig	-1.9	0.9434	[-2, -2, -1, -1, -2, -4, -1, -1, -2, -3]
ardent	2.1	0.7	[3, 3, 2, 2, 3, 1, 2, 2, 1, 2]
arguer	-1.6	0.4899	[-2, -2, -1, -2, -1, -1, -2, -2, -2, -1]
arguers	-1.4	0.4899	[-2, -1, -1, -2, -1, -1, -2, -2, -1, -1]
argument	-1.5	0.80623	[-3, -1, -1, -1, -1, -2, 0, -2, -2, -2]
argumentative	-1.5	0.67082	[-3, -2, -1, -1, -1, -1, -1, -2, -2, -1]
argumentatively	-1.8	0.9798	[-4, -2, -1, -1, -3, -1, -2, -2, -1, -1]
argumentieren	-1.4	0.66332	[-1, -2, -1, -3, -2, -1, -1, -1, -1, -1]
argumentiert	-1.6	0.4899	[-2, -2, -1, -2, -1, -1, -2, -2, -2, -1]
argumentive	-1.5	0.80623	[-3, -2, -2, -1, 0, -1, -1, -1, -2, -2]
arrogances	-1.9	0.53852	[-1, -2, -3, -2, -2, -2, -2, -1, -2, -2]
arrogant	-1.8	1.4	[-3, -2, 2, -3, -1, -3, -2, -2, -2, -2]
asset	1.5	0.80623	[2, 1, 1, 3, 2, 0, 2, 2, 1, 1]
assfucking	-2.5	1.43178	[-3, -3, 0, -3, 0, -2, -4, -4, -4, -2]
assurer	1.1	0.9434	[2, 0, 0, 1, 3, 2, 0, 1, 1, 1]
assurgent	1.3	0.9	[2, 1, 0, 0, 1, 2, 1, 2, 3, 1]
assuror	0.5	0.67082	[0, 1, 0, 1, 2, 0, 0, 1, 0, 0]
assurors	0.7	1.34536	[2, -1, 0, 2, 0, -2, 2, 1, 1, 2]
atemberaubende	1.6	1.42829	[0, 0, 3, 2, 2, 4, 3, 0, 2, 0]
attractancy	0.9	0.7	[1, 0, 2, 1, 0, 2, 1, 1, 0, 1]
attractivenesses	2.1	0.7	[2, 1, 2, 3, 2, 3, 3, 1, 2, 2]
attraktiv	2.2	0.6	[3, 2, 2, 3, 2, 2, 2, 3, 1, 2]
attraktive	1.9	0.53852	[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]
auch	1.0	1.61245	[2, 2, 1, 2, 1, -3, -1, 2, 2, 2]
audacious	0.9	2.02237	[3, -1, -2, 2, 1, 2, -3, 2, 2, 3]
aufdringlich	-1.1	0.83066	[-2, -2, -1, -1, -1, 1, -1, -2, -1, -1]
aufeinander	1.1	1.13578	[3, 0, 0, 1, 3, 2, 1, 0, 1, 0]
aufgeben	-1.7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
aufgegeben	-2.0	1.09545	[-1, -1, -3, -2, -1, -4, -1, -3, -3, -1]
aufgehellt	2.1	0.83066	[2, 3, 1, 1, 2, 2, 3, 1, 3, 3]
aufgeregt	-1.6	0.4899	[-1, -1, -2, -2, -1, -1, -2, -2, -2, -2]
